audit_id	case_id	step	step_layer	group_uid	rollout_index	data_source	source_file	source_line	question	gold_answers_reference_only	actor_answer	actor_em	actor_f1	search_count	duplicate_query_count	teacher_called	group_all_em_zero	historical_teacher_status	historical_teacher_answer	manual_label	manual_status	manual_answer	manual_reason	annotator	annotated_at	evidence_sha256	source_row_sha256
newdata512-0280	new5100-s44-a463a539-21b2-4dbd-b9fa-b7e120824062-r0	44	L3_steps_41_60	a463a539-21b2-4dbd-b9fa-b7e120824062	0	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/44.jsonl	39	Prior to founding FactoryMade in 2011, entrepreneur John Fogleman was a principal architect of a merger of companies now run by who?	"[""Co-CEOs Ari Emanuel and Patrick Whitesell""]"		0.0	0.0	1	0	true	true	supported_answer	William Morris Endeavor	I	insufficient_evidence		Evidence identifies the William Morris-Endeavor merger but does not name the people currently running the merged company.	Codex	2026-07-15T17:22:21+08:00	df5eddf22e1965935471bd7bba336f509051016082d4fe4054daf0059ff0baa5	e73c9c8e492a81fac1397ea2a1dc49b8e767298670b85d8454199084a933ac3d
newdata512-0281	new5100-s44-c61d1e2b-a9ad-4f6c-a073-e0828f2af6e5-r4	44	L3_steps_41_60	c61d1e2b-a9ad-4f6c-a073-e0828f2af6e5	4	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/44.jsonl	212	What is the capital of the country that is 34km long and Chloris cubensis grows native?	"[""Bridgetown""]"		0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence does not identify Chloris cubensis, its native country, or the referenced 34-kilometer country.	Codex	2026-07-15T17:22:21+08:00	2dc8f31912075424daf0cb260b92eb5df0f2bf5f39e5c2770cefa3a3cffb4e6a	54c3fbf8c9bf31813e588e3a6dc2796484d7ffc4685f00d741aa2b0b4543d794
newdata512-0282	new5100-s44-cfd9e5ee-f736-4284-8973-d437e18c3626-r0	44	L3_steps_41_60	cfd9e5ee-f736-4284-8973-d437e18c3626	0	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/44.jsonl	217	when do new episodes of the price is right start?	"[""September 18, 2017""]"		0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence gives one past season premiere but the question does not specify a season/year, and no current or next episode start is established.	Codex	2026-07-15T17:22:21+08:00	55892c9e8d58c7945d02578e5715f76e7c5214cf1aa3149ce3206c76bb61c96c	e8fe91766e4f7fa4c71380a9f904cdd9cae4ff7851b738a0f057fc3aff02a986
newdata512-0283	new5100-s45-4aa01a35-7cd9-4434-8b72-106919b2c2fc-r1	45	L3_steps_41_60	4aa01a35-7cd9-4434-8b72-106919b2c2fc	1	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/45.jsonl	62	postal code for ho chi minh city district 10?	"[""70xxxx – 76xxxx""]"	70000	0.0	0.0	3	2	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Retrieved district pages omit District 10's postal code.	Codex	2026-07-15T17:22:21+08:00	571c2b6f1ef5430f7c9c962f6548313338a8a817366d234278cbad9c00b9555f	310a258734eff2e07d0556e18cfd6b1182b4f65c79a88c742a1def1c59f6cc0d
newdata512-0284	new5100-s45-9608a3b2-a757-439c-ae50-0db1ffdd6b44-r0	45	L3_steps_41_60	9608a3b2-a757-439c-ae50-0db1ffdd6b44	0	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/45.jsonl	61	what is the name of nigeria goal keeper?	"[""Francis Odinaka Uzoho""]"	Vincent Enyeama	0.0	0.0	2	0	true	true	supported_answer	Ikechukwu Ezenwa	A	ambiguous_evidence		Evidence names several Nigerian goalkeepers, including Vincent Enyeama, Ikechukwu Ezenwa, and Daniel Akpeyi; the question supplies no team date or squad context.	Codex	2026-07-15T17:22:21+08:00	b3b1972e8050c9e5fd6afe3d4f8660c204f5841f7965a946d83d76c0e55e7b71	2725ef1cdc9b1585f1a9416ae97f52a5d704e5527e07607e281d67a2f23779f5
newdata512-0285	new5100-s45-963ed336-cd1f-4998-9568-5df44127bcbb-r7	45	L3_steps_41_60	963ed336-cd1f-4998-9568-5df44127bcbb	7	2wikimultihopqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/45.jsonl	460	What nationality is the performer of song All I Am (Lynsey De Paul And Susan Sheridan Song)?	"[""British""]"	British	1.0	1.0	2	0	false	false			I	insufficient_evidence		Evidence shows the song has multiple performers and covers but the question does not specify a recording, and it does not provide a unique performer's nationality.	Codex	2026-07-15T17:22:21+08:00	9e2d761dbff35b4ef19648adb208a70999b32b1958870841a3c2a6899708482f	e6ab44f7dd1ebebcc8936dec2b40a1595694ecabe8f31158f61b84fe220f27e1
newdata512-0286	new5100-s45-ca56b791-0e35-44fd-ae82-60282e3515d3-r0	45	L3_steps_41_60	ca56b791-0e35-44fd-ae82-60282e3515d3	0	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/45.jsonl	113	why there is water crisis in cape town?	"[""drought""]"	The water crisis in Cape Town was caused by an extreme drought, which exceeded the planning norms of the Department of Water and Sanitation, along with population growth and increased agricultural usage.	0.0	0.0689655172413793	1	0	true	true	supported_answer	extreme drought, population growth, and agricultural usage	S	supported_answer	Extreme drought, exacerbated by population growth and agricultural use.	The Cape Town water-crisis passage explicitly identifies these causes.	Codex	2026-07-15T17:22:21+08:00	9712ac2e3ad428031adb674de074dabccaf2a7751ffeebcf91f2bd717dc08617	389a9b18bfeb057aaa822375ac815242ef74489008240e4f9c2393c3466213b5
newdata512-0287	new5100-s45-d3a5afa4-e84f-49fe-8d51-115bc5dc452b-r2	45	L3_steps_41_60	d3a5afa4-e84f-49fe-8d51-115bc5dc452b	2	2wikimultihopqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/45.jsonl	71	What is the place of birth of the director of film The House Of The Millions?	"[""Bilbao""]"	Chicago, Illinois	0.0	0.0	2	1	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Retrieved documents are about differently titled works and never identify The House of the Millions or its director's birthplace.	Codex	2026-07-15T17:22:21+08:00	979d88a7f5af050d88c12385067f661cf5ae334d6fb3aad55831a90ef3e8c8ce	f2814b7ec584fa11e25f0236089679c9faf770c1f27934219841285006baf510
newdata512-0288	new5100-s45-dc168b49-13ec-449b-b477-5351dc735aac-r6	45	L3_steps_41_60	dc168b49-13ec-449b-b477-5351dc735aac	6	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/45.jsonl	370	where does the light reaction in photosynthesis take place?	"[""on the thylakoid membranes""]"	thylakoid membranes	0.0	0.8	1	0	true	true	supported_answer	thylakoid membranes	S	supported_answer	on the thylakoid membranes	The light-dependent-reactions passage directly states where they occur.	Codex	2026-07-15T17:22:21+08:00	d3063333fe98f4a1ed547da92673a4b1ae20d930f4b447e15073258ad7e9f86b	fdc32008bbb964fc905026cd9907c241621db1172dc360f5eb67b773f92a9064
newdata512-0289	new5100-s46-1185a903-94c4-4457-b371-6e8762fecfc1-r2	46	L3_steps_41_60	1185a903-94c4-4457-b371-6e8762fecfc1	2	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/46.jsonl	203	In addition to the Honorary President of the Institute for Jewish Policy Research, who else backs Viagogo?	"[""Brent Hoberman""]"	Brent Hoberman	1.0	1.0	2	1	false	false			S	supported_answer	Brent Hoberman	The Viagogo passage names Brent Hoberman as another individual backer alongside Lord Jacob Rothschild.	Codex	2026-07-15T17:24:28+08:00	c0dd9647b43340168db5cde7a73e477baf5bb6dc224b31ac6fdbafd3688ed9a1	b79d37a841c758479e95a1fe6d289024de6f3c686a1606c3223f3505941409c2
newdata512-0290	new5100-s46-3b426502-a947-4e12-8b37-edd826f4693c-r1	46	L3_steps_41_60	3b426502-a947-4e12-8b37-edd826f4693c	1	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/46.jsonl	67	who's the actress that plays in the new wonder woman?	"[""Gal Gadot""]"	Gal Gadot	1.0	1.0	3	1	false	false			S	supported_answer	Gal Gadot	The 2017 Wonder Woman passage directly names Gal Gadot in the title role.	Codex	2026-07-15T17:24:28+08:00	587400b5d6f2827c2a4f446ffd9b0dee21c35e04e5b7ab0fee4a4526fb08a872	d7f02757307ae954390233788fbf6ad0d596bdea39b08cb7bb5ee18bc627e262
newdata512-0291	new5100-s46-3b5523ea-1a37-430d-afd0-15667bc3f8fe-r0	46	L3_steps_41_60	3b5523ea-1a37-430d-afd0-15667bc3f8fe	0	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/46.jsonl	15	Are Peter Curtis and Virginia Ruano Pascual the same nationality?	"[""no""]"	No	1.0	1.0	1	0	false	false			S	supported_answer	No	Evidence identifies Peter Curtis as Australian and Virginia Ruano Pascual as Spanish.	Codex	2026-07-15T17:24:28+08:00	01082f3e3d0d7446c492def049330e5309cf0822471fbe96e56c98868536d7af	af7d1dad89d73b55e942e06ec216d3432dc3e0c624b65951e67cc7a41e2faec5
newdata512-0292	new5100-s46-3f453768-8cf0-4211-9d61-0d64b4e78e15-r4	46	L3_steps_41_60	3f453768-8cf0-4211-9d61-0d64b4e78e15	4	musique	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/46.jsonl	423	What is the square mileage of the continent that houses Mount Morton?	"[""5,400,000""]"		0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence points generally to Antarctica but does not establish Mount Morton or provide the continent's square mileage.	Codex	2026-07-15T17:24:28+08:00	f8296b33d137d13fb411b1364888de742bfd620a43f8984f8af7b21154dbaae8	62eaa519d8ebd46a1fbda6cb1c9b1b7bcf01b45248f418af90d2c1293aa2d3fc
newdata512-0293	new5100-s46-4267d65c-1d7e-4843-aace-636824685acc-r7	46	L3_steps_41_60	4267d65c-1d7e-4843-aace-636824685acc	7	musique	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/46.jsonl	487	When did the performer of Circus release her first album?	"[""1999""]"	2014	0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Retrieved documents concern unrelated albums and do not identify the performer of Circus or that performer's debut album date.	Codex	2026-07-15T17:24:28+08:00	e5bc4f045051f6e59516404793927211118b2b92b5774eec09dfa6e2eb049948	97ec389553497b1461678bae9d4fcbd33650e2ac98fa6c63da896bc010a51e15
newdata512-0294	new5100-s46-6337778e-1386-43d0-af6c-4b4ec5bf60a0-r0	46	L3_steps_41_60	6337778e-1386-43d0-af6c-4b4ec5bf60a0	0	musique	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/46.jsonl	40	What mountain range is Güpfi part of?	"[""Western Alps""]"	Himalayas	0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence retrieves similarly named Himalayan places but contains no Gupfi mountain or range.	Codex	2026-07-15T17:24:28+08:00	8149067c09d2a0a30385eb09f44a2e0e4074d9ee26c8c9f070ddc630789964b7	c5dbd23a4daf23773b3bc5dc246bbc1a97659f0691661a3135d81778ec4058f7
newdata512-0295	new5100-s46-946e9549-104d-4beb-87c8-56541343900b-r5	46	L3_steps_41_60	946e9549-104d-4beb-87c8-56541343900b	5	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/46.jsonl	364	who were the shudras was dedicated to whom?	"[""Jyotirao Phule""]"	Jyotirao Phule	1.0	1.0	1	0	false	false			S	supported_answer	Jyotirao Phule	The Who Were the Shudras passage explicitly states Ambedkar dedicated the book to Jyotirao Phule.	Codex	2026-07-15T17:24:28+08:00	65db39ab66ab299760258762a7dc898ccb7b79392807b883e3e384cee60365c6	03e237a1f45da28adf9794c45c75095c9903815e2b13be80fe0f2d02194c0053
newdata512-0296	new5100-s46-ab910c0b-9efc-4f0a-9088-b6166f9e1ad1-r5	46	L3_steps_41_60	ab910c0b-9efc-4f0a-9088-b6166f9e1ad1	5	musique	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/46.jsonl	330	Who was the spouse of the author of David Copperfield?	"[""Catherine Dickens""]"	Catherine Dickens	1.0	1.0	2	0	false	false			S	supported_answer	Catherine Dickens	Evidence identifies Charles Dickens as the author and Catherine Dickens as his wife.	Codex	2026-07-15T17:24:28+08:00	5565ac1959dbe1a70d51d32331841893ec1d96bcffe7d79ffbc3b55f074c824f	bb06f0c9b9f97cd59dc9177896ad62c021ccbaaa3154781564ade1f8cd3b23c8
newdata512-0297	new5100-s47-026d8fca-b961-4630-b4d3-fbe8658bfcdb-r4	47	L3_steps_41_60	026d8fca-b961-4630-b4d3-fbe8658bfcdb	4	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/47.jsonl	171	What position did the player who's last game was the 2012 wild card game play?	"[""third baseman""]"	first base	0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence identifies Chipper Jones's final game but never states his playing position; reaching first base in one at-bat is not a position.	Codex	2026-07-15T17:24:28+08:00	9ae1e38efc3181c04f0c31123b2abadbd4da7337622e448fa1aca86063d99200	27783ce85d2dbaee4344874886f164f2160fbbd1252fcda10d76f338eedef7aa
newdata512-0298	new5100-s47-1b7d3563-194c-4c8a-a909-1e9f57099862-r5	47	L3_steps_41_60	1b7d3563-194c-4c8a-a909-1e9f57099862	5	musique	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/47.jsonl	339	Who was the explorer that accurately mapped the coasts of the continent containing the Gelderland region and the area of Northwest Africa which WINEP bundles together under one category?	"[""Piri Reis""]"		0.0	0.0	1	0	true	true	ambiguous_evidence	证据不足无法作答	I	insufficient_evidence		Evidence names separate explorers for Australian and northwest African coasts but no single explorer satisfying the question's compound geography.	Codex	2026-07-15T17:24:28+08:00	da25618d4a9773834f0cc9c699b48b55dc90292022587e84dda0335650fa927f	232c49425dc62ca935d6918279f588abb2c23915d6cb68d813a36ff64776ecd8
newdata512-0299	new5100-s47-35ba7102-6aa2-4f52-a560-2522011aeb37-r0	47	L3_steps_41_60	35ba7102-6aa2-4f52-a560-2522011aeb37	0	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/47.jsonl	1	who presides over the sessions of lok sabha?	"[""Speaker""]"	Speaker of the Lok Sabha	0.0	0.4	1	0	true	true	supported_answer	Speaker of the Lok Sabha	S	supported_answer	Speaker of the Lok Sabha	The Speaker passage directly identifies that office as presiding over Lok Sabha sessions.	Codex	2026-07-15T17:24:28+08:00	d5870ee6f817c17400256f63a937b09bfe5bbab83faa2ccab16a07ee8c5caaf1	6d2407f29d146a13b6ec618d71df0eefc986159173c1c4682e698d92f9eef44d
newdata512-0300	new5100-s47-37e6e0c1-ea90-4740-b344-3564dbe40b73-r5	47	L3_steps_41_60	37e6e0c1-ea90-4740-b344-3564dbe40b73	5	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/47.jsonl	269	The revolution, in which Thomas Osborne, 1st Duke of Leads was a monarch during, is also referred to as what?	"[""Revolution of 1688""]"	Glorious Revolution	0.0	0.4	1	0	true	true	supported_answer	Glorious Revolution	S	supported_answer	the Glorious Revolution	The Thomas Osborne passage explicitly places him in the events of the Glorious Revolution.	Codex	2026-07-15T17:24:28+08:00	4d8eca466557202a3aa48e6f826e9636f4ffff48d7f4678d9be0404f45e37cad	a1a52003c5fa0ae0b27509e064998221866bf40b187a7051c9facd3905d15b96
newdata512-0301	new5100-s47-3ae9d821-817e-4ec9-a29b-14bfabe0f029-r2	47	L3_steps_41_60	3ae9d821-817e-4ec9-a29b-14bfabe0f029	2	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/47.jsonl	148	During the Ram Barat, what is the custom for the bridegroom to travel on to the wedding venue?	"[""it is customary for the bridegroom to travel to the wedding venue (often the bride's house) on a mare""]"	on a mare	0.0	0.23529411764705882	1	0	true	true	supported_answer	a mare	S	supported_answer	on a mare	The Baraat passage directly states that the bridegroom customarily travels to the venue on a mare.	Codex	2026-07-15T17:24:28+08:00	a9970ec65b8085d1c7bab7a17e310fb1dc602246dba7c17423c25d386e937cbc	ce60c55c67474849e5e95760aeb2a0c407b5610c499850ebd0d5772d96f20a03
newdata512-0302	new5100-s47-4de220a9-9c11-4886-a83b-1bdc6aa5d4d8-r7	47	L3_steps_41_60	4de220a9-9c11-4886-a83b-1bdc6aa5d4d8	7	2wikimultihopqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/47.jsonl	480	What is the date of death of Ida Mary Costello's husband?	"[""5 January 1976""]"	20 April 1956	0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence identifies John A. Costello as Ida's husband but provides no death date for him; the 1956 date is Ida's own death.	Codex	2026-07-15T17:24:28+08:00	00143ee18542ae25f39be6b7c188f87a0fd93580e99c79acfea863db89a419b2	2974a8831ff3fa2f75b60127ddbc3b45afea170092063fe77ef1d8bd00aefd08
newdata512-0303	new5100-s47-9720e80b-e5a6-4ef9-9569-036ff686cfd2-r5	47	L3_steps_41_60	9720e80b-e5a6-4ef9-9569-036ff686cfd2	5	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/47.jsonl	376	who was the father of mary in the bible?	"[""Joachim""]"	Joachim	1.0	1.0	1	0	false	false			S	supported_answer	Joachim	The Joachim passage identifies him as the father of Mary, mother of Jesus.	Codex	2026-07-15T17:24:28+08:00	b041c6ac6e7f44f7b7427236d6c131422a2d9d1f9b0bec2976999bf549658580	53c557540154bfdc2ab786148f00b289eff24361983ff278d806e7344f26456a
newdata512-0304	new5100-s47-b84cb035-6932-459e-9c94-d19d4726e0b6-r7	47	L3_steps_41_60	b84cb035-6932-459e-9c94-d19d4726e0b6	7	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/47.jsonl	462	Who conducted an opera by Nikolai Rimsky-Korsakov with Yevgeny Akulov in 1962?	"[""Aleksei Kovalev""]"		0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence lists unrelated conductors and never links Yevgeny Akulov, a Rimsky-Korsakov opera, and a 1962 conductor.	Codex	2026-07-15T17:24:28+08:00	0baa324c8f838e1ec482ebd7f3adcaa05b5e57d607555a164bbe29314cb31510	94abdc6a34d37de273519fc4c39a4a3ab8194a216486a81e13fa01223204e995
newdata512-0305	new5100-s47-f890282c-4589-4b9d-8196-db243e423dfe-r7	47	L3_steps_41_60	f890282c-4589-4b9d-8196-db243e423dfe	7	hotpotqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/47.jsonl	428	In which Canadian city was the superhero television series starring Anatoly Knyazev primarily filmed?	"[""Vancouver""]"		0.0	0.0	1	0	false	false			I	insufficient_evidence		Several retrieved series were filmed in Canadian cities, but evidence never identifies the series starring Anatoly Knyazev or links it to Vancouver.	Codex	2026-07-15T17:24:28+08:00	fea9b64597042abf3bbb8b0d13eea39ca22e9d4c16daefc015a5d4b2958087fa	689ea2bf2694f178052442a81ed69e0d466e7dd22a7b8235f1075b77570ef6e7
newdata512-0306	new5100-s48-02010aad-f3cc-47f5-8593-2e4d364a04b3-r6	48	L3_steps_41_60	02010aad-f3cc-47f5-8593-2e4d364a04b3	6	2wikimultihopqa	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/48.jsonl	428	Which film whose director was born first, Mad Dog Time or Seclusion Near A Forest?	"[""Seclusion Near A Forest""]"		0.0	0.0	1	0	false	false			I	insufficient_evidence		Evidence identifies Mad Dog Time's director but not Seclusion Near a Forest's director or both birth dates.	Codex	2026-07-15T17:24:28+08:00	3f49a11deaacd5fd1ae0ee88e514c74ac6a2f879739827408f338023816fe052	3b3d707a50d54c665154966001762a1a876cdd61d2339134154f25f6ed9e11c9
newdata512-0307	new5100-s48-5ea9e17e-f17c-4aec-9d80-a3de98fba0f8-r6	48	L3_steps_41_60	5ea9e17e-f17c-4aec-9d80-a3de98fba0f8	6	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/48.jsonl	386	a person's evaluation about his or her own worthiness is called?	"[""Self-esteem""]"	self-esteem	1.0	1.0	1	0	false	false			S	supported_answer	self-esteem	The self-esteem passage directly defines it as a person's subjective evaluation of their own worth.	Codex	2026-07-15T17:24:28+08:00	503edb896a40da9f8b5cdd0ea77c5b1c94487d94fb0c7df8004475da2f7a3aee	7755ce231cba1ab0a9da4b9cc1d31dc9ecba1c1b9f67fa8dae38441a07305212
newdata512-0308	new5100-s48-65577310-7074-454c-8a4b-de611f903523-r0	48	L3_steps_41_60	65577310-7074-454c-8a4b-de611f903523	0	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/48.jsonl	12	what scientists is credited with proposing the principle of uniformitarianism?	"[""James Hutton""]"	William Whewell and James Hutton	0.0	0.5714285714285715	1	0	true	true	supported_answer	James Hutton	S	supported_answer	James Hutton	Evidence credits Hutton with proposing the uniformitarian principle, while Whewell coined the later term.	Codex	2026-07-15T17:24:28+08:00	266e234a3c5c936ecc6cdba65ef09135d46094ca071975ebeebecfcd1af1acf9	d16b230b9f4857cf4d06abaefe11ed4cadf01dfb9128ea328a12672d42743882
newdata512-0309	new5100-s48-9c3bebdc-3100-41dc-9200-f75074a9cf08-r3	48	L3_steps_41_60	9c3bebdc-3100-41dc-9200-f75074a9cf08	3	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/48.jsonl	289	who's the best selling female recording artist of all time?	"[""Madonna""]"	Madonna	1.0	1.0	1	0	false	false			S	supported_answer	Madonna	The Madonna passage explicitly identifies her as the best-selling female recording artist.	Codex	2026-07-15T17:24:28+08:00	55e8b6916225c478f636c7d6a6f3da2de3cda9456f9666e7c2992e247bdf3161	f6bec2cea82834d5071a863026cc2bb02ce87244bc024e44064a691f43e32945
newdata512-0310	new5100-s48-ab208cc1-1f3c-418f-9003-7f673aabbfdc-r0	48	L3_steps_41_60	ab208cc1-1f3c-418f-9003-7f673aabbfdc	0	nq	log/agenticIterRag/260715-005906-987696-pipeline-agentic_iter_rag_v1_spad_qwen3_1_7b_newdata_5100_gold_token_f1_v3_postnorm03_stage1/outputs/stages/train_agent/spad_rag/search_policy_rl/rollout_data/48.jsonl	22	when is the new episode of designated survivor?	"[""November 15, 2017""]"	2019	0.0	0.0	1	0	true	true	insufficient_evidence	证据不足无法作答	I	insufficient_evidence		Evidence only says season three would be released in 2019 and does not provide a date for a new episode.	Codex	2026-07-15T17:24:28+08:00	9171d3ff6610809a87fc8f656dc6ea23b868271043636cdd9a4dcb0070070295	4759a05bead80baea49c41b7652f0e966e38fa5dd9a50c6fecd3f659c7cd29f2
